,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1192,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.44999694824219,633.1499786376953,Yes
1193,Female,0,No,No,47,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,74.44999694824219,3499.149856567383,No
1194,Female,0,No,No,14,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.45000076293945,706.3000106811523,No
1195,Female,1,Yes,No,20,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.0,1200.0,No
1196,Male,0,Yes,No,66,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,85.25,5626.5,No
1197,Male,0,Yes,No,15,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),19.450000762939453,291.7500114440918,No
1198,Female,0,No,No,42,Yes,No,No,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),20.75,871.5,No
1199,Female,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,78.9000015258789,1341.3000259399414,No
1200,Male,0,No,No,37,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.5,3866.5,No
1201,Female,0,No,No,12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.400001525878906,592.8000183105469,No
1202,Male,0,Yes,No,53,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.25,4995.25,Yes
1203,Female,0,No,No,60,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Mailed check,25.0,1500.0,No
1204,Male,0,Yes,Yes,18,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),25.549999237060547,459.89998626708984,No
1205,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9000015258789,74.9000015258789,Yes
1206,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1500015258789,210.45000457763672,No
1207,Female,0,No,Yes,9,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.4000015258789,624.6000137329102,No
1208,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.25,80.25,Yes
1209,Male,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,93.1500015258789,5216.400085449219,No
1210,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.0,1173.0,Yes
1211,Female,0,Yes,Yes,11,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.3499984741211,729.849983215332,Yes
1212,Male,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55000305175781,486.8500213623047,No
1213,Female,0,Yes,Yes,69,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),20.200000762939453,1393.8000526428223,No
1214,Male,0,No,No,19,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.0,1634.0,Yes
1215,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.30000305175781,240.90000915527344,Yes
1216,Male,0,Yes,Yes,54,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),20.399999618530273,1101.5999794006348,No
1217,Male,0,Yes,No,62,Yes,Yes,No,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),23.75,1472.5,No
1218,Male,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.55000305175781,2173.2000732421875,Yes
1219,Female,0,Yes,Yes,62,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.44999694824219,4367.899810791016,No
1220,Male,0,No,No,17,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),65.75,1117.75,No
1221,Male,0,No,No,9,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.600000381469727,221.40000343322754,No
1222,Male,0,Yes,Yes,64,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,69.25,4432.0,No
1223,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.9000015258789,151.8000030517578,Yes
1224,Male,0,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.849998474121094,45.849998474121094,Yes
1225,Female,0,Yes,No,16,No,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,49.95000076293945,799.2000122070312,Yes
1226,Female,0,Yes,No,72,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),24.649999618530273,1774.7999725341797,No
1227,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),90.4000015258789,2712.000045776367,No
1228,Female,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,100.8499984741211,4941.649925231934,No
1229,Male,0,Yes,No,61,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),75.3499984741211,4596.349906921387,No
1230,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,87.19999694824219,4098.399856567383,No
1231,Male,0,No,No,20,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),64.4000015258789,1288.0000305175781,No
1232,Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.30000305175781,2662.2001037597656,Yes
1233,Female,0,Yes,Yes,70,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),24.700000762939453,1729.0000534057617,No
1234,Male,0,No,Yes,54,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,105.8499984741211,5715.899917602539,No
1235,Male,1,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,98.30000305175781,5996.300186157227,No
1236,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.94999694824219,230.84999084472656,Yes
1237,Male,0,No,No,13,Yes,No,No,No,No,No,No,No,Yes,One year,No,Mailed check,19.450000762939453,252.8500099182129,No
1238,Female,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.1500015258789,1538.4000244140625,Yes
1239,Female,0,Yes,Yes,3,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58.70000076293945,176.10000228881836,No
1240,Male,0,No,No,25,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,20.149999618530273,503.74999046325684,No
1241,Male,0,No,No,30,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,64.5,1935.0,No
1242,Female,0,Yes,No,21,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,28.5,598.5,No
1243,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.29999923706055,45.29999923706055,Yes
1244,Female,0,No,No,15,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),19.399999618530273,290.9999942779541,Yes
1245,Male,1,Yes,No,23,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.44999694824219,2080.3499298095703,No
1246,Female,0,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.1500015258789,4731.750068664551,No
1247,Female,0,Yes,Yes,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),83.1500015258789,1995.6000366210938,No
1248,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,90.1500015258789,991.650016784668,Yes
1249,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.04999923706055,45.04999923706055,Yes
1250,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),103.19999694824219,5779.1998291015625,No
1251,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.80000305175781,75.80000305175781,Yes
1252,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,19.450000762939453,19.450000762939453,No
1253,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.30000305175781,555.1000213623047,Yes
1254,Female,1,Yes,No,55,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),88.80000305175781,4884.00016784668,No
1255,Female,0,No,No,2,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,30.899999618530273,61.79999923706055,Yes
1256,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.9000015258789,6184.800109863281,No
1257,Female,1,No,No,45,No,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,34.20000076293945,1539.0000343322754,No
1258,Female,0,No,No,47,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Mailed check,20.149999618530273,947.0499820709229,No
1259,Female,1,No,No,46,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),95.25,4381.5,Yes
1260,Male,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.29999923706055,100.5999984741211,No
1261,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.1500015258789,160.3000030517578,No
1262,Female,0,Yes,No,12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,51.25,615.0,No
1263,Female,1,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.5999984741211,6092.799896240234,Yes
1264,Male,0,Yes,Yes,69,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.19999694824219,6568.799789428711,No
1265,Male,1,No,Yes,56,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),94.80000305175781,5308.8001708984375,No
1266,Female,1,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,321.0,No
1267,Male,0,Yes,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),76.0999984741211,4870.39990234375,No
1268,Male,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,110.1500015258789,6498.8500900268555,Yes
1269,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),115.55000305175781,7164.100189208984,No
1270,Male,0,Yes,Yes,63,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),24.649999618530273,1552.9499759674072,No
1271,Female,0,No,No,53,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,53.599998474121094,2840.799919128418,No
1272,Male,0,Yes,Yes,5,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,19.450000762939453,97.25000381469727,No
1273,Male,1,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,88.19999694824219,4321.799850463867,No
1274,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.1500015258789,6271.300094604492,No
1275,Female,0,Yes,No,55,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,56.79999923706055,3123.99995803833,No
1276,Female,1,Yes,No,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,99.4000015258789,7057.400108337402,No
1277,Female,0,Yes,Yes,72,Yes,No,No,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),20.100000381469727,1447.2000274658203,No
1278,Male,0,Yes,Yes,36,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),60.70000076293945,2185.2000274658203,No
1279,Male,0,Yes,No,25,Yes,No,No,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),20.950000762939453,523.7500190734863,No
1280,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.8499984741211,8269.199890136719,No
1281,Female,0,No,No,36,Yes,No,No,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),19.25,693.0,No
1282,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,62.79999923706055,62.79999923706055,No
1283,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,105.5,7596.0,No
1284,Male,0,Yes,Yes,59,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Mailed check,19.850000381469727,1171.1500225067139,No
1285,Male,1,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,626.5,Yes
1286,Female,0,No,No,1,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),74.0999984741211,74.0999984741211,No
1287,Female,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.5,3225.0,No
1288,Male,0,No,No,64,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Mailed check,19.549999237060547,1251.199951171875,No
1289,Male,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),68.80000305175781,4334.400192260742,No
1290,Male,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),84.44999694824219,6080.3997802734375,No
1291,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.0,600.0,Yes
1292,Female,0,No,No,62,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),84.5,5239.0,No
1293,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.19999694824219,7450.399795532227,No
1294,Male,0,No,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.75,268.5,Yes
1295,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.5999984741211,5641.999893188477,No
1296,Female,1,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),80.69999694824219,1613.9999389648438,No
1297,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.5999984741211,377.99999237060547,No
1298,Female,0,Yes,Yes,24,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,57.599998474121094,1382.3999633789062,No
1299,Female,0,Yes,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.04999923706055,484.549991607666,Yes
1300,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.5999984741211,7963.199890136719,No
1301,Female,0,Yes,Yes,66,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),58.20000076293945,3841.200050354004,No
1302,Female,0,Yes,Yes,45,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,81.0,3645.0,No
1303,Female,0,Yes,Yes,69,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),19.700000762939453,1359.3000526428223,No
1304,Male,1,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.5999984741211,1283.9999771118164,Yes
1305,Female,0,No,No,28,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.54999923706055,1667.3999786376953,No
1306,Female,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),115.55000305175781,8088.500213623047,Yes
1307,Female,0,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,75.55000305175781,2719.8001098632812,No
1308,Male,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.5999984741211,1385.5999755859375,Yes
1309,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.19999694824219,1533.5999450683594,Yes
1310,Female,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.6500015258789,3320.100051879883,Yes
1311,Male,0,Yes,Yes,42,No,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),45.099998474121094,1894.199935913086,No
1312,Male,0,No,No,48,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),70.94999694824219,3405.599853515625,No
1313,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.55000305175781,5148.850143432617,Yes
1314,Female,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,89.55000305175781,3492.4501190185547,Yes
1315,Female,0,Yes,Yes,11,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),20.899999618530273,229.899995803833,No
1316,Male,0,No,No,7,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,19.950000762939453,139.65000534057617,No
1317,Female,0,No,No,3,Yes,Yes,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,24.600000381469727,73.80000114440918,No
1318,Male,0,No,No,8,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,66.69999694824219,533.5999755859375,No
1319,Male,0,No,Yes,1,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,19.450000762939453,19.450000762939453,Yes
1320,Male,0,Yes,Yes,32,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,94.80000305175781,3033.60009765625,No
1321,Male,0,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),65.8499984741211,3950.9999084472656,No
1322,Female,0,Yes,No,10,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),19.950000762939453,199.50000762939453,No
1323,Female,0,Yes,No,71,Yes,Yes,No,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),24.649999618530273,1750.1499729156494,No
1324,Female,0,Yes,Yes,4,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,20.350000381469727,81.4000015258789,Yes
1325,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,69.25,Yes
1326,Female,0,Yes,Yes,43,No,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),51.25,2203.75,No
1327,Male,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),99.5,5870.5,Yes
1328,Female,0,Yes,No,23,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,54.25,1247.75,No
1329,Female,0,Yes,No,72,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),19.399999618530273,1396.7999725341797,No
1330,Male,0,Yes,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),56.25,1237.5,No
1331,Female,0,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.149999618530273,25.149999618530273,No
1332,Male,0,No,No,69,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),23.950000762939453,1652.5500526428223,No
1333,Male,0,No,No,50,No,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,35.400001525878906,1770.0000762939453,No
1334,Female,1,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.200000762939453,25.200000762939453,Yes
1335,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.0,90.0,Yes
1336,Female,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.3499984741211,1130.2499771118164,No
1337,Male,0,No,No,31,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),20.399999618530273,632.3999881744385,No
1338,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,20.149999618530273,20.149999618530273,Yes
1339,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.0,6930.0,Yes
1340,Female,0,Yes,Yes,0,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),56.04999923706055,56.04999923706055,No
1341,Male,0,No,Yes,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),54.70000076293945,164.10000228881836,Yes
1342,Female,0,No,No,8,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Mailed check,20.0,160.0,No
1343,Male,0,Yes,Yes,64,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),73.05000305175781,4675.2001953125,No
1344,Female,0,Yes,No,28,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,20.5,574.0,No
1345,Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.75,5742.75,No
1346,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.25,1221.5,Yes
1347,Male,0,No,No,19,Yes,No,No,No,No,No,No,No,Yes,Two year,Yes,Mailed check,19.950000762939453,379.0500144958496,No
1348,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.94999694824219,799.4999694824219,Yes
1349,Female,0,Yes,No,51,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.650001525878906,2532.150077819824,No
1350,Female,0,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,65.6500015258789,4398.550102233887,No
1351,Male,0,Yes,Yes,11,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,20.450000762939453,224.95000839233398,No
1352,Male,0,Yes,Yes,72,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),60.95000076293945,4388.400054931641,No
1353,Male,0,Yes,Yes,66,Yes,No,No,No,No,No,No,No,Yes,One year,Yes,Electronic check,20.350000381469727,1343.100025177002,No
1354,Female,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.3499984741211,1590.2999725341797,Yes
1355,Female,0,No,No,9,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,19.5,175.5,No
1356,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.19999694824219,676.7999725341797,No
1357,Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.44999694824219,5349.599853515625,No
1358,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.1500015258789,701.5000152587891,No
1359,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,852.75,Yes
1360,Female,1,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.05000305175781,1235.6500396728516,Yes
1361,Male,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,78.44999694824219,313.79998779296875,Yes
1362,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.19999694824219,280.79998779296875,Yes
1363,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.0,6624.0,No
1364,Female,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.5,4360.5,No
1365,Male,0,Yes,No,59,No,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),41.04999923706055,2421.9499549865723,Yes
1366,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.5999984741211,855.9999847412109,Yes
1367,Male,1,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.1500015258789,5011.150093078613,No
1368,Male,0,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,84.4000015258789,4557.600082397461,No
1369,Female,0,No,No,33,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,60.900001525878906,2009.700050354004,No
1370,Female,0,No,No,27,Yes,No,No,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),20.25,546.75,No
1371,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.19999694824219,79.19999694824219,Yes
